video_id,frame_filename,frame,Act level,Act type,Act Tail Feature,Act Tail Wagging,Act Ear Feature,Act Snarling,x_nose,y_nose,x_lower_jaw,y_lower_jaw,x_right_eye,y_right_eye,x_right_earbase,y_right_earbase,x_right_earend,y_right_earend,x_left_eye,y_left_eye,x_left_earbase,y_left_earbase,x_left_earend,y_left_earend,x_neck_end,y_neck_end,x_throat_base,y_throat_base,x_tail_base,y_tail_base,x_tail_end,y_tail_end,x_front_left_thai,y_front_left_thai,x_front_left_knee,y_front_left_knee,x_front_left_paw,y_front_left_paw,x_front_right_thai,y_front_right_thai,x_front_right_knee,y_front_right_knee,x_front_right_paw,y_front_right_paw,x_back_left_paw,y_back_left_paw,x_back_left_thai,y_back_left_thai,x_back_right_thai,y_back_right_thai,x_back_left_knee,y_back_left_knee,x_back_right_knee,y_back_right_knee,x_back_right_paw,y_back_right_paw,xmin,ymin,xmax,ymax
Akira_ovalo_cam-B,img1619.png,1619,A1 Low,A1 Standing,H2 Tail-Down,False,H2 Ears-sided,False,1000.0482177734376,702.0281372070312,995.0006103515624,730.92431640625,950.38525390625,667.397705078125,909.9769287109376,662.1549072265625,909.3477172851562,712.4999389648438,995.3238525390624,659.9520263671875,1000.39501953125,639.1777954101562,,,,,989.4482714724813,749.5839746057154,1333.534912109375,748.8917236328125,1417.2255859375,887.4410400390625,1033.7806396484375,818.5407104492188,1007.3417358398438,914.3163452148438,956.5523681640624,970.0557250976562,1089.9976806640625,836.3060302734375,1102.6168212890625,907.33056640625,1091.572021484375,966.927978515625,1277.6107177734375,998.8084106445312,1266.3397216796875,821.9440307617188,,,1302.843994140625,925.9202880859376,1247.47216796875,912.66748046875,1218.26123046875,969.527587890625,880.479736328125,620.3056640625,1441.8353271484375,1014.5062866210938
Akira_ovalo_cam-B,img1785.png,1785,A1 Low,A1 Standing,H2 Tail-Down,False,H2 Ears-sided,False,,,,,,,,,,,,,677.9473759016672,695.9085410640868,676.8966238604299,769.2387479000284,756.147841752819,649.9660111886155,,,1106.75537109375,724.8417358398438,1220.4647216796875,825.6256713867188,825.1408081054688,822.4326171875,844.2352294921875,903.4242553710938,826.91748046875,964.6834106445312,796.8461558083599,829.0984064708201,791.8019409179688,899.3629150390625,745.3720703125,952.6214599609376,1147.201904296875,975.5087890625,1062.703857421875,819.5432739257812,1031.5915655845004,819.9305560195551,1141.990234375,895.4547119140625,1108.51806640625,904.57470703125,1098.4378662109375,971.0025634765624,664.1866455078125,631.578857421875,1235.04833984375,999.55908203125
Akira_ovalo_cam-B,img1872.png,1872,A1 Low,A1 Standing,H2 Tail-Down,False,H2 Ears-sided,False,950.2686767578124,739.8921508789062,965.818115234375,764.8834228515625,,,,,,,994.2533569335938,707.9462280273438,1054.3447083591354,685.8110590349886,1056.2269287109375,742.223388671875,1090.889575624042,651.7788950070221,1083.8143769906526,760.4811499880896,889.273193359375,711.79833984375,897.258979426315,876.1988967066952,1168.2901611328125,804.7150268554688,1181.5316162109375,903.456787109375,1207.542236328125,988.244140625,1072.658447265625,816.3456420898438,1071.9808349609375,894.93994140625,1079.1318359375,988.8468017578124,892.182202061522,967.0425805581722,,,970.5362329705396,814.2801953289681,883.4211473941499,900.0566455096423,933.8876392306034,913.5921997436271,959.3790650466196,974.467075208121,862.2974853515625,617.86083984375,1228.8240966796875,1009.8524780273438
Akira_ovalo_cam-B,img2027.png,2027,A1 Low,A1 Standing,H2 Tail-Down,False,H2 Ears-sided,False,859.3359375,693.3531494140625,865.94837815951,722.9057218874818,812.2657265691084,684.6244023789949,773.58837890625,683.4736938476562,767.5930786132812,739.4364624023438,855.2859164752698,660.93208813807,855.6512667895315,638.703749721716,,,,,871.1067504882812,755.738037109375,1207.7642822265625,710.8594360351562,1298.25390625,860.2919921875,953.47900390625,804.047119140625,959.2024536132812,911.346435546875,942.6142578125,971.9846801757812,916.8272705078124,817.0696411132812,915.5139770507812,894.8612060546875,891.2239990234375,948.8668823242188,1121.38525390625,979.40771484375,1137.200783045781,805.7157400584231,,,1149.72705078125,902.11181640625,1126.9384765625,901.1534423828124,1097.009521484375,967.7122192382812,751.55712890625,613.4071655273438,1310.62890625,1000.3406982421875
Akira_ovalo_cam-B,img2211.png,2211,A1 Low,A1 Standing,H2 Tail-Down,False,H2 Ears-sided,False,787.9583740234375,658.215576171875,805.0501098632812,684.4397583007812,,,,,,,823.193115234375,620.2532958984375,875.6982421875,603.2142944335938,875.1543579101562,653.0,953.1781691575125,616.5783163445715,900.6530151367188,688.8720092773438,1201.6412353515625,693.17333984375,1153.1198760456296,886.8063581507149,979.1742553710938,811.0875244140625,990.8799438476562,913.6220703125,967.375244140625,964.6030883789062,1027.316162109375,824.2930908203125,1032.9376220703125,908.24609375,1010.06201171875,955.0911865234376,1136.2593994140625,990.104736328125,1124.4482421875,803.761474609375,1234.674072265625,794.333984375,1133.3603515625,901.79052734375,1249.6207275390625,922.5474243164062,1264.9154052734375,994.6714477539062,781.777587890625,559.0050048828125,1290.7833251953125,1021.7210693359375
Akira_ovalo_cam-B,img2256.png,2256,A1 Low,A1 Standing,H2 Tail-Down,False,H2 Ears-sided,False,811.4342041015625,775.8494262695312,839.3778884508638,791.9040866688205,,,,,,,808.2564565275491,733.9210608075367,838.2691650390625,689.0586547851562,856.65087890625,734.4915771484375,900.5834786375101,651.910156952684,890.288087342868,738.6778298130578,1198.84130859375,693.426513671875,1156.527732227472,886.7779684055614,980.6305541992188,813.939697265625,992.484619140625,910.226806640625,971.734375,963.04833984375,1036.530029296875,828.5241088867188,1034.9910888671875,905.6763916015624,1011.7258911132812,956.70458984375,1133.4459228515625,994.0986328125,1121.41357421875,798.595703125,1229.9619140625,794.7172241210938,1134.6845703125,901.0209350585938,1254.76806640625,896.5596923828125,1260.3609619140625,993.3685302734376,797.6072387695312,630.5426025390625,1290.5732421875,1020.8688354492188
Akira_ovalo_cam-B,img2489.png,2489,A1 Low,A1 Standing,H2 Tail-Down,True,H2 Ears-sided,False,866.7421875,708.4779052734375,874.5509643554688,728.6622314453125,851.71728515625,661.1144409179688,838.5258178710938,640.2454223632812,835.7818603515625,700.745849609375,894.7317504882812,660.339599609375,922.564208984375,629.0687255859375,926.4631616321078,703.5376791926103,983.7324546383054,636.140958447632,925.8741455078124,725.2702026367188,1185.860595703125,690.742919921875,1209.6209716796875,882.8174438476562,994.1181640625,808.0714111328125,994.4395751953124,920.7064208984376,967.7210693359376,966.0078125,1034.8974609375,828.491455078125,1027.074462890625,907.9755859375,1012.3458862304688,957.2849731445312,1136.2799072265625,993.7939453125,1116.4276123046875,794.68896484375,1230.4283447265625,787.0908203125,1140.0576171875,910.117919921875,1251.204345703125,915.1809692382812,1262.034912109375,996.8538818359376,822.6421508789062,602.4678955078125,1291.674072265625,1021.7431640625
Akira_ovalo_cam-B,img2495.png,2495,A1 Low,A1 Standing,H2 Tail-Down,True,H2 Ears-sided,False,879.2799682617188,717.9169921875,884.6249625095763,736.1839575557609,859.1610717773438,669.4334106445312,842.2517700195312,653.3192138671875,844.5979614257812,727.38720703125,905.1417236328124,666.8580322265625,930.1785888671876,634.47216796875,937.3330419811734,694.1853039055151,957.7916064122704,623.9848922557849,932.6314899935386,719.0260158151718,1185.3489990234375,694.92626953125,1176.598388671875,864.4443969726562,992.3924560546876,806.5226440429688,991.3618774414062,913.5926513671876,969.3886108398438,965.9736328125,1036.045166015625,830.58544921875,1031.18115234375,906.804931640625,1008.1943969726562,955.7389526367188,1139.6241455078125,991.963623046875,1116.8475341796875,803.93994140625,1231.483154296875,794.62353515625,1135.616943359375,906.702392578125,1253.0487060546875,912.495849609375,1263.3612060546875,994.5966796875,821.6522827148438,610.6456298828125,1290.9453125,1021.853515625
Akira_ovalo_cam-B,img2632.png,2632,A1 Low,A1 Standing,H2 Tail-Down,True,H2 Ears-sided,False,777.1746215820312,629.297607421875,794.876953125,663.9845581054688,,,,,,,824.014160390478,600.2759875433211,885.7248127474448,574.910402264449,876.6700439453125,663.4793701171875,964.3213838277658,605.256326776266,912.2047119140624,684.0191040039062,1213.9373779296875,696.0939331054688,1322.1187744140625,878.4548950195312,975.985107421875,801.6527709960938,988.1232299804688,912.5492553710938,963.816650390625,964.6718139648438,1031.328125,818.140380859375,1029.8873291015625,905.0887451171876,1006.4019165039062,954.5645751953124,1142.33935546875,991.3382568359376,1130.981201171875,805.140869140625,,,1149.6234130859375,911.5722045898438,1260.50732421875,904.5721435546876,1267.66845703125,997.8716430664062,765.620361328125,556.7726440429688,1376.828857421875,1020.8897094726562
Akira_ovalo_cam-B,img2768.png,2768,A1 Low,A1 Standing,H2 Tail-Down,True,H2 Ears-sided,False,835.944580078125,645.7565307617188,839.1303100585938,667.9403076171875,839.4590454101562,605.1541748046875,840.773681640625,587.5159912109375,824.2502426807079,628.5998777582148,882.0545654296875,609.262451171875,923.2803955078124,597.44677734375,915.7843538861466,661.860737194318,972.6844482421876,635.5650024414062,892.0016943075756,686.8467651229953,1189.11572265625,693.29541015625,1204.340087890625,840.2006225585938,976.4383544921876,798.0687866210938,988.322998046875,915.0418701171876,964.9345703125,963.8599243164062,,,1025.9298095703125,907.1978759765624,1005.38623046875,956.9938354492188,1138.1044921875,993.372314453125,1115.9517822265625,800.0037231445312,1233.9794921875,786.2373657226562,1145.1143798828125,911.4708251953124,1256.341064453125,919.6712646484376,1268.273193359375,994.8075561523438,815.6936645507812,566.95751953125,1292.026123046875,1021.4855346679688
Akira_ovalo_cam-B,img2778.png,2778,A1 Low,A1 Standing,H2 Tail-Down,True,H2 Ears-sided,False,830.0433959960938,645.3912353515625,835.6436157226562,668.2728881835938,834.0289369088557,609.1879556011794,,,,,868.6583251953125,611.3949584960938,919.1909025886189,598.3850400405189,922.549560546875,668.8175048828125,961.1194210119442,609.904495257111,909.9047241210938,691.35400390625,1192.58056640625,696.7327880859375,1314.50830078125,810.7320556640625,976.0478515625,807.9588623046875,986.6198120117188,914.73193359375,964.661865234375,964.2799072265624,,,1025.5360107421875,911.20458984375,1007.088134765625,957.346923828125,1139.384521484375,992.6041259765624,1114.3052978515625,803.797119140625,1241.897237442337,771.2798827619396,1150.061279296875,912.8605346679688,1255.457763671875,911.0609130859376,1267.05712890625,994.50341796875,809.03515625,566.3472900390625,1296.923828125,1021.4005737304688
Akira_ovalo_cam-B,img2890.png,2890,A1 Low,A1 Standing,H2 Tail-Down,True,H2 Ears-sided,False,774.2508544921875,585.004638671875,778.7434692382812,611.5820922851562,,,,,,,816.4473222804049,571.0040402942881,869.0812377929688,598.6737670898438,844.9608764648438,647.4984130859375,964.1246273639998,603.4469683736587,892.5477905273438,685.6251220703125,1194.57568359375,701.98974609375,1185.760498046875,836.8775024414062,972.3417358398438,812.0416259765625,984.8409423828124,912.0802001953124,964.2879028320312,963.9520263671876,,,1027.97216796875,901.5692749023438,1010.708984375,954.3252563476562,1144.29931640625,990.7916259765624,1114.164794921875,804.3517456054688,1231.6885986328125,793.2836303710938,1146.1046142578125,912.8615112304688,1256.3497314453125,905.8768920898438,1266.4576416015625,992.2944946289062,761.3760986328125,546.4751586914062,1291.412353515625,1020.1190185546875
Akira_ovalo_cam-B,img3046.png,3046,A1 Low,A1 Standing,H2 Tail-Down,True,H2 Ears-sided,False,816.0450525952822,584.2560554554233,819.5509643554688,629.088134765625,,,934.1799753758419,574.369161764556,,,844.6421873985934,570.3049960300294,884.8431809784778,589.0043128202411,867.4444950128678,643.7570175868639,956.7482689053323,603.1283857523828,899.723942313266,679.4916381835938,1192.9454345703125,690.963623046875,1332.603271484375,793.275146484375,971.1697387695312,801.5145874023438,984.8353881835938,907.9149169921876,961.8870849609376,963.515625,1028.651123046875,818.6837768554688,1026.848876953125,900.5980834960938,1005.9295654296876,957.9356689453124,1141.09716796875,990.4077758789062,1120.1622314453125,802.01904296875,,,1146.1771240234375,910.90625,1256.4891357421875,905.0474853515624,1267.2154541015625,993.6988525390624,800.8070068359375,552.4736328125,1299.031494140625,1020.9786376953125
Akira_ovalo_cam-B,img3081.png,3081,A1 Low,A1 Standing,H2 Tail-Down,True,H2 Ears-sided,False,764.0914819299342,675.5313696279914,781.773005369264,701.2564623995991,,,,,,,802.7689727982557,637.771340194395,864.5598754882812,633.9849853515625,856.6163522275601,691.605439909546,933.7474804394732,616.0273119769525,900.54443359375,711.0042114257812,1202.747314453125,687.4147338867188,1332.5086669921875,813.1132202148438,971.8098754882812,807.770263671875,994.4528198242188,911.5928955078124,968.6685180664062,962.9708251953124,,,1036.0709228515625,905.2785034179688,1011.4759521484376,953.4094848632812,1142.83056640625,991.2606811523438,1124.0325927734375,801.5715942382812,1251.667335696941,775.3194329518316,1148.3370361328125,914.2178955078124,1257.198486328125,909.9859619140624,1268.1976318359375,994.5294189453124,758.4296264648438,587.7467651367188,1325.71728515625,1020.6234741210938
